,LATITUDE,LONGITUDE,SIO2,NA2O,K2O,CAO,FEO,MGO,MATERIAL,SAMPLE ID
1126,18.9744,-99.1794,49.57,3.76,0.92,8.95,,8.32,WR,PETDB-3306-CH-08-19
1127,18.9764,-99.1817,49.98,3.78,0.92,9.16,,7.96,WR,PETDB-3306-MCH-06-12
1128,18.9986,-99.1928,49.43,3.68,0.87,9.14,,7.95,WR,PETDB-3306-CH-09-11
1129,19.0442,-98.6344,62.85,4.23,2.08,4.9,,3.69,WR,PETDB-3313-CH-09-18
1130,19.0442,-98.6344,64.07,4.24,1.99,3.89,,1.44,WR,PETDB-3313-CH-09-19
1131,19.0442,-98.6344,63.41,4.38,1.75,4.79,,2.93,WR,PETDB-3313-CH-09-20
1132,19.0442,-98.6344,59.76,4.02,1.7,5.3,,4.1,WR,PETDB-3313-CH-09-21
1133,19.044,-98.6344,56.54,4.07,1.22,7.07,,4.92,WR,PETDB-3313-CH-09-22
1134,19.0308,-98.537,61.36,4.33,1.75,5.23,,3.84,WR,PETDB-3313-POPO5
1135,19.0903,-98.8592,55.59,3.55,1.25,7.01,,7.46,WR,PETDB-3313-CH-08-26
1136,19.0856,-98.858,58.77,3.97,1.49,5.89,,5.4,WR,PETDB-3313-CH-08-25
1137,19.079,-99.1986,55.43,4.31,1.1,6.79,,5.86,WR,PETDB-3313-CH-09-01
1138,19.0906,-99.174,55.49,3.9,0.98,7.53,,6.72,WR,PETDB-3313-CH-07-08
1139,19.0803,-99.1978,55.71,4.33,1.12,6.8,,5.79,WR,PETDB-3313-CH-09-02
1236,19.0803,-99.1978,55.71,,,,,5.79,WR,PETDB-3304-CH-09-02
1141,19.0906,-99.1672,55.81,3.87,1.01,7.58,,6.92,WR,PETDB-3313-CH-07-09
1233,19.0906,-99.1672,55.81,,,,,6.92,WR,PETDB-3304-CH-07-09
1142,19.09,-99.19,55.86,4.41,1.12,6.78,,6.0,WR,PETDB-3313-CH-05-11
1143,19.0758,-99.2019,56.09,4.33,1.13,6.83,,5.96,WR,PETDB-3313-CH-05-14
1144,19.0906,-99.1772,61.18,4.2,1.6,5.45,,5.35,WR,PETDB-3313-CH-08-03
1149,19.0906,-99.1772,56.58,4.09,1.02,7.12,,6.2,WR,PETDB-3313-CH-07-06
1150,19.0906,-99.1772,56.87,4.22,1.03,7.02,,5.98,WR,PETDB-3313-CH-07-07
1234,19.0906,-99.1772,56.58,,,,,6.2,WR,PETDB-3304-CH-07-06
1145,19.0892,-99.1839,54.38,4.2,1.17,7.24,,6.72,WR,PETDB-3313-MCH-06-08
1146,19.0903,-99.1839,54.58,4.26,1.14,7.28,,6.71,WR,PETDB-3313-MCH-06-09
1243,19.0903,-99.1839,54.58,,,,,6.71,WR,PETDB-3304-MCH-06-09
1147,19.0908,-99.1864,54.82,4.4,1.18,7.0,,6.48,WR,PETDB-3313-CH-05-10
1148,19.0906,-99.1792,55.4,4.43,1.15,6.81,,6.09,WR,PETDB-3313-CH-07-05
1151,19.0911,-99.1697,54.86,3.74,0.87,7.84,,7.8,WR,PETDB-3313-CH-07-11
1152,19.0914,-99.1694,54.99,3.73,0.88,7.86,,7.92,WR,PETDB-3313-CH-07-12
1231,19.0914,-99.1694,54.99,,,,,7.92,WR,PETDB-3304-CH-07-12
1153,19.0919,-99.1689,55.0,3.71,0.9,7.91,,7.93,WR,PETDB-3313-CH-07-13
1154,19.09,-99.17,55.22,3.78,0.89,7.88,,7.74,WR,PETDB-3313-CH-07-10
1155,19.0903,-99.1672,54.5,3.62,0.86,7.79,,7.79,WR,PETDB-3313-CH-07-14
1232,19.0903,-99.1672,54.5,,,,,7.79,WR,PETDB-3304-CH-07-14
1156,19.0683,-99.1044,53.67,3.76,1.11,7.92,,8.48,WR,PETDB-3313-CH-05-02
1157,19.0675,-99.105,52.97,3.68,1.03,7.83,,8.83,WR,PETDB-3313-CH-08-08
1158,19.0675,-99.105,53.68,4.09,1.22,7.11,,7.93,WR,PETDB-3313-CH-08-07
1248,19.0675,-99.105,52.97,,,,,8.83,WR,PETDB-3304-CH-08-08
1159,18.9644,-99.0661,51.6,4.15,1.25,7.93,,7.6,WR,PETDB-3313-CH-08-11
1250,18.9644,-99.0661,51.6,,,,,7.6,WR,PETDB-3304-CH-08-11
1160,19.0172,-99.0889,51.7,3.99,1.14,7.79,,7.74,WR,PETDB-3313-CH-08-10
1161,19.0172,-99.0889,52.3,4.06,1.21,7.69,,7.83,WR,PETDB-3313-CH-08-09
1163,19.0556,-99.1003,53.23,3.73,1.04,7.7,,9.18,WR,PETDB-3313-CH-08-06
1164,19.0683,-99.105,53.33,3.69,1.05,7.77,,9.02,WR,PETDB-3313-CH-08-13
1165,19.08,-99.0994,53.12,3.57,1.21,7.67,,9.27,WR,PETDB-3313-CH-08-14
1166,19.0592,-99.1006,54.17,3.82,1.07,7.59,,8.75,WR,PETDB-3313-CH-07-01
1249,19.0592,-99.1006,54.17,,,,,8.75,WR,PETDB-3304-CH-07-01
1167,19.0661,-99.1497,53.07,4.1,1.24,7.59,,7.12,WR,PETDB-3313-CH-05-01
1168,19.0572,-99.1,52.17,4.07,1.21,7.62,,7.7,WR,PETDB-3313-CH-07-02
1169,19.1253,-99.2744,50.16,3.2,1.52,9.8,,9.73,WR,PETDB-3313-S15
1241,19.1253,-99.2744,50.16,,,,,9.73,WR,PETDB-3304-S15
1170,19.1281,-99.2808,49.91,3.15,1.55,9.62,,10.02,WR,PETDB-3313-S14
1171,19.0739,-99.0947,53.13,3.67,1.45,8.17,,8.05,WR,PETDB-3313-CH-08-15
1242,19.0739,-99.0947,53.13,,,,,8.05,WR,PETDB-3304-CH-08-15
1172,19.0961,-99.0961,53.24,4.11,1.2,7.21,,7.54,WR,PETDB-3313-CH-08-16
1173,19.2352,-99.1858,,,,,,,WR,PETDB-3313-CH-05-19
1174,19.1578,-99.1061,62.76,4.18,1.87,4.65,,2.67,WR,PETDB-3313-CH-09-16
1175,19.1236,-99.0831,64.45,4.29,2.01,4.63,,2.85,WR,PETDB-3313-CH-05-06
1176,19.1408,-99.0689,,,,,,,WR,PETDB-3313-CH-05-07
1177,19.14,-99.2081,61.95,4.14,1.79,5.35,,4.4,WR,PETDB-3313-CH-07-03
1178,19.1172,-99.1867,,,,,,,WR,PETDB-3313-ASC42
1179,19.1522,-99.2,60.24,4.07,1.73,5.67,,4.36,WR,PETDB-3313-CH-07-04
1180,19.2053,-99.0386,,,,,,,WR,PETDB-3313-CH-05-09
1181,19.2247,-99.0334,,,,,,,WR,PETDB-3313-CH-05-08
1182,19.0972,-99.0583,,,,,,,WR,PETDB-3313-CH-05-04
1183,19.1036,-99.0659,,,,,,,WR,PETDB-3313-CH-05-05
1184,19.0789,-99.3219,,,,,,,WR,PETDB-3313-CH-05-18
1185,19.0853,-99.3117,,,,,,,WR,PETDB-3313-CH-05-17
1186,19.1211,-99.275,53.32,3.59,1.05,7.35,,5.44,WR,PETDB-3313-S13
1187,19.1572,-99.3291,60.14,4.21,1.65,5.48,,4.07,WR,PETDB-3313-S16
1188,-39.355,-71.973,53.01,3.32,0.63,9.75,,4.02,WR,PETDB-3493-CL001
1189,-39.38,-71.97,52.44,3.08,0.55,10.22,,5.05,WR,PETDB-3493-CL007
1190,-39.44,-71.79,52.14,3.19,0.77,9.03,,5.98,WR,PETDB-3493-CL013
1191,-38.748,-71.624,51.31,3.32,0.55,9.01,,5.58,WR,PETDB-3493-CL035
1192,-38.748,-71.624,54.6,3.48,0.93,8.39,,4.41,WR,PETDB-3493-CL036
1193,-38.703,-71.625,51.66,3.13,0.62,9.54,,5.91,WR,PETDB-3493-CL037
1194,-41.24,-72.27,51.98,2.84,0.71,9.71,,6.33,WR,PETDB-3493-CL089
1195,-41.128,-72.539,52.31,2.99,0.49,10.09,,4.32,WR,PETDB-3493-CL093
1196,-41.15,-72.53,51.63,3.01,0.45,10.84,,3.79,WR,PETDB-3493-CL102
1197,-40.49,-72.191,53.76,3.65,0.78,8.73,,4.37,WR,PETDB-3493-CL107
1198,-39.396,-71.952,51.44,2.92,0.64,9.37,,7.36,WR,PETDB-3493-CL170
1199,-38.6958,-71.7317,51.26,3.05,0.54,9.86,,6.13,WR,PETDB-3494-PLATES
1200,-38.6958,-71.7317,51.2,3.06,0.56,9.89,,5.83,WR,PETDB-3494-SCORIA
1201,-38.6958,-71.7317,51.59,3.1,0.59,9.88,,5.53,WR,PETDB-3494-SCORIA A
1202,-38.6958,-71.7317,51.2,3.12,0.58,10.0,,5.7,WR,PETDB-3494-SCORIA B
1203,-38.6958,-71.7317,51.45,3.13,0.59,9.92,,5.52,WR,PETDB-3494-SCORIA C
1208,19.0419,-98.3281,63.76,4.29,2.14,4.31,,3.62,WR,PETDB-3321-POS-1
1209,19.0644,-98.3292,60.66,4.09,1.39,6.43,,5.51,WR,PETDB-3321-POS-10
1215,19.0644,-98.3292,67.38,4.74,2.09,3.69,,1.4,WR,PETDB-3321-POS-6
1216,19.0644,-98.3292,63.9,4.54,1.87,4.49,,2.32,WR,PETDB-3321-POS-7
1217,19.0644,-98.3292,56.33,3.78,1.0,7.25,,8.18,WR,PETDB-3321-POS-8
1218,19.0644,-98.3292,56.54,3.8,0.99,7.02,,8.18,WR,PETDB-3321-POS-9
1210,19.0736,-98.3319,62.87,4.36,1.94,5.11,,3.37,WR,PETDB-3321-POS-13
1211,19.0394,-98.3281,64.65,4.3,2.19,4.24,,3.56,WR,PETDB-3321-POS-2
1212,19.0422,-98.3283,65.08,4.32,2.22,4.33,,3.37,WR,PETDB-3321-POS-3
1213,19.0428,-98.3286,58.5,4.28,1.42,6.44,,5.06,WR,PETDB-3321-POS-4
1214,19.045,-98.3303,64.01,4.48,1.92,4.85,,2.38,WR,PETDB-3321-POS-5
1219,19.0494,-99.3297,59.75,3.63,1.9,5.7,,6.27,WR,PETDB-3321-T-11
1220,19.0908,-99.3197,60.29,4.03,1.91,5.33,,5.03,WR,PETDB-3321-T-15
1221,19.0919,-99.3267,60.61,4.09,1.74,6.5,,4.71,WR,PETDB-3321-T-16
1222,19.1144,-99.3206,66.76,4.55,2.05,3.96,,1.73,WR,PETDB-3321-T-17
1223,19.1133,-99.33,65.06,4.21,2.07,4.95,,3.1,WR,PETDB-3321-T-18
1224,19.1089,-99.3281,65.41,4.34,2.12,4.3,,2.24,WR,PETDB-3321-T-20
1225,19.1119,-99.3219,67.03,4.45,2.15,3.92,,1.73,WR,PETDB-3321-T-21
1226,19.1133,-99.3189,66.85,4.4,2.13,3.83,,1.59,WR,PETDB-3321-T-22
1227,19.1189,-99.3267,66.54,4.49,2.09,4.03,,1.78,WR,PETDB-3321-T-23
1228,19.1731,-99.3297,54.13,3.36,3.4,10.32,,5.34,WR,PETDB-3321-T-24
1229,19.0772,-99.3322,61.09,4.2,1.57,5.54,,5.47,WR,PETDB-3321-T-25
1235,19.0761,-99.1989,61.18,,,,,5.35,WR,PETDB-3304-CH-08-03
1245,18.9819,-99.1067,49.98,,,,,7.96,WR,PETDB-3304-MCH-06-12
1252,-1.467,-78.442,58.37,1.73,3.88,0.11,,4.37,WR,PETDB-3492-TU10-02 PJ
1253,-1.467,-78.442,58.45,1.76,3.91,0.11,,4.31,WR,PETDB-3492-TU10-06 PJ
1254,-1.467,-78.442,58.45,1.74,3.95,0.11,,4.23,WR,PETDB-3492-TU10-2010 PJ
1350,42.6556,11.93,45.58,1.02,6.3,13.89,,8.76,GL,VULSINI-14
1354,42.6556,11.93,46.83,1.27,6.03,13.95,,7.31,GL,VULSINI-01
1355,42.6556,11.93,49.28,1.52,5.13,11.42,,7.21,GL,VULSINI-09
1356,42.6556,11.93,47.8,1.17,3.17,17.06,,9.16,GL,VULSINI-10
1357,42.6556,11.93,47.34,1.28,3.15,15.3,,11.83,GL,VULSINI-11
1351,42.8667,12.2667,41.82,1.1,7.73,15.69,,12.56,GL,SAN VENANZO
1352,41.7167,12.7,46.16,2.65,8.36,9.29,,3.83,GL,COLLI ALBANI-01
1358,42.6167,11.8167,47.44,2.41,3.7,11.29,,4.7,GL,LATERA-18
1359,42.6167,11.8167,54.95,2.83,4.36,8.35,,5.82,GL,LATERA-20
1360,42.6167,11.8167,54.58,2.84,4.56,8.27,,5.21,GL,LATERA-22
1361,42.6167,11.8167,54.61,2.76,4.46,8.59,,5.32,GL,LATERA-23
1362,42.6167,11.8167,55.34,2.85,4.61,7.57,,4.81,GL,LATERA-24
1370,40.8217,14.426,47.88,2.17,6.02,11.44,,5.73,GL,SOMMA-VESUVIUS-02
1371,40.8167,14.1833,59.51,3.2,8.41,3.95,,1.49,GL,CAMPI FLEGREI
1381,5.00028,-75.4294,59.9,3.89,2.16,6.13,,4.92,WR,VICDM-IIES-V-010
1382,5.01861,-75.4278,60.73,4.11,2.33,5.68,,3.69,WR,GALDM-IIES-V-012
1383,5.0325,-75.4408,61.4,4.3,2.31,5.42,,3.65,WR,TESDM-IIES-V-014
1384,19.413,-97.4033,54.53,3.5,1.1,8.25,,6.81,WR,ALCHIM-ALC15-01
1385,19.413,-97.4033,54.35,3.59,1.09,8.24,,5.97,WR,ALCHIM-ALC15-02
1386,19.413,-97.4033,49.79,3.65,0.94,8.82,,5.83,WR,ALCHIM-ALC15-03
1387,19.413,-97.4033,54.72,3.57,1.11,7.74,,6.26,WR,ALCHIM-ALC15-13
1388,19.413,-97.4033,50.83,3.65,0.9,8.81,,5.84,WR,ALCHIM-ALC15-06
1389,19.413,-97.4033,49.35,3.57,0.87,8.86,,5.99,WR,ALCHIM-ALC15-07
1390,19.413,-97.4033,51.53,3.41,0.86,9.06,,5.79,WR,ALCHIM-ALC15-08
1391,19.413,-97.4033,50.43,3.54,0.94,9.47,,6.35,WR,ALCHIM-ALC15-09
1392,19.413,-97.4033,49.71,3.49,0.92,9.5,,6.32,WR,ALCHIM-ALC15-10
1393,19.413,-97.4033,50.37,3.52,0.93,9.21,,6.39,WR,ALCHIM-ALC15-11
1394,19.413,-97.4033,50.64,3.54,0.94,9.09,,6.54,WR,ALCHIM-ALC15-12
1408,39.274,-118.403,48.15,3.01,1.14,9.73,,5.34,WR,STMTNS2-11-CN-08
1409,39.508,-118.408,49.19,3.21,1.42,7.98,,6.59,WR,STMTNS3-11-CN-09
1410,39.73,-119.276,53.56,3.78,1.87,7.19,,4.27,WR,TRUCRG1-04-LT-08
1412,39.726,-119.283,52.98,3.77,1.76,7.46,,4.36,WR,TRUCRG2-04-LT-05
1413,39.725,-119.283,52.82,3.68,1.7,7.55,,4.53,WR,TRUCRG3-04-LT-02
1414,39.726,-119.284,55.32,3.76,2.11,6.76,,3.95,WR,TRUCRG4-04-LT-06
1415,39.768,-118.983,53.2,3.97,2.02,6.97,,4.06,WR,HOTSPMT1-04-LT-10
1416,39.768,-118.983,53.79,3.94,2.07,6.85,,4.21,WR,HOTSPMT2-04-LT-09
1508,37.8436,-119.372,75.67,3.5,5.2,0.75,,0.09,WR,SNBL-HDG-KJP08-1
1509,37.8494,-119.36,74.3,3.34,4.99,1.04,,0.15,WR,SNBL-HDG-KJP08-4
1510,36.7685,-118.422,72.66,4.04,4.33,0.7,,0.28,WR,SNBL-HDG-KB08-7
1511,36.77,-118.428,75.12,3.46,5.34,0.46,,0.08,WR,SNBL-HDG-KB08-9
1512,36.7712,-118.43,72.24,4.56,4.64,0.8,,0.32,WR,SNBL-HDG-KB08-10
1519,37.8266,-119.47,65.96,3.75,3.22,4.13,,1.44,WR,SNBL-HDG-JBHD07-1
1520,37.8281,-119.469,64.5,3.85,2.76,4.33,,1.53,WR,SNBL-HDG-JBHD07-2
1521,37.8283,-119.47,65.22,3.71,3.33,3.92,,1.65,WR,SNBL-HDG-JBHD07-3
1522,37.8289,-119.472,66.5,3.34,3.86,3.31,,1.89,WR,SNBL-HDG-JBHD07-4
1523,37.8303,-119.477,67.03,3.32,3.78,3.61,,1.48,WR,SNBL-HDG-JBHD07-5
1524,37.8299,-119.482,66.65,3.54,3.49,3.56,,1.36,WR,SNBL-HDG-JBHD07-6
1525,37.83,-119.485,71.02,3.46,3.68,3.04,,1.15,WR,SNBL-HDG-JBHD07-7
1526,37.8339,-119.49,71.14,3.23,3.83,2.38,,0.69,WR,SNBL-HDG-JBHD07-8
1527,37.8344,-119.487,77.39,3.65,3.89,1.44,,0.14,WR,SNBL-HDG-JBHD07-9
1528,37.8343,-119.486,69.16,3.59,3.51,3.12,,1.07,WR,SNBL-HDG-JBHD07-10
1529,37.8362,-119.468,66.39,3.82,3.76,3.91,,1.32,WR,SNBL-HDG-YO-23
1530,37.8359,-119.469,63.76,3.78,3.45,4.31,,2.06,WR,SNBL-HDG-YO-24
1531,37.8358,-119.469,63.41,3.74,3.28,4.25,,1.9,WR,SNBL-HDG-YO-25
1532,37.8321,-119.471,70.27,3.6,3.61,2.79,,0.97,WR,SNBL-HDG-YO-26
1533,37.831,-119.472,73.2,3.34,4.1,2.2,,0.53,WR,SNBL-HDG-YO-27
1534,37.8264,-119.472,75.23,3.46,4.55,1.53,,0.31,WR,SNBL-HDG-YO-28
1548,36.5,-118.832,72.61,3.62,4.84,1.39,,0.33,WR,10SQ21-GFP
1549,36.498,-118.821,47.76,2.09,0.44,10.54,,6.78,WR,10JH08-GHE
1550,36.498,-118.821,47.27,1.92,0.44,12.03,,6.11,WR,10JH01-GHE
1551,36.498,-118.821,69.7,3.36,3.81,2.67,,0.87,WR,10JH05-GHE
1552,36.498,-118.821,69.66,3.35,3.76,2.64,,0.84,WR,10JH05-2-GHE
1553,36.498,-118.821,76.91,3.54,4.5,1.07,,0.07,WR,10JH09-GHE
1554,36.497,-118.818,47.76,1.54,0.38,12.28,,7.28,WR,10JH20-KRE
1555,36.497,-118.818,48.69,2.07,0.58,10.65,,7.54,WR,10JH21-KRE
1556,36.497,-118.818,50.57,2.68,1.22,10.08,,4.56,WR,10JH18-KRE
1557,36.497,-118.818,54.05,2.72,1.48,8.54,,3.87,WR,10JH22-KRE
1558,36.497,-118.818,70.95,3.13,5.0,1.96,,0.55,WR,10JH17-KRE
1559,36.497,-118.818,71.42,3.01,5.11,1.98,,0.51,WR,10JH19-KRE
1560,36.497,-118.818,72.87,3.33,3.99,1.98,,0.44,WR,10JH16-KRE
1561,36.513,-118.809,47.27,1.47,0.18,12.19,,7.55,WR,10JH11-ECE
1562,36.537,-118.802,50.37,3.15,0.59,9.24,,4.59,WR,10SQ17-TMFE
1563,36.537,-118.802,54.13,3.07,1.58,7.56,,4.2,WR,10SQ15-TMFE
1564,36.537,-118.802,71.09,3.89,4.15,1.95,,0.4,WR,10SQ16-TMFE
1612,37.4044,-118.619,67.26,2.87,4.36,3.52,3.29,1.13,WR,BTR-08-696
1613,37.4044,-118.619,70.13,2.56,4.46,3.07,3.03,1.03,WR,BTR-08-697
1614,37.4044,-118.619,69.38,2.84,4.3,3.17,3.01,1.04,WR,BTR-08-698
1615,37.4038,-118.656,68.72,3.16,3.25,3.81,3.28,1.19,WR,WHC-08-700
1616,37.4038,-118.656,70.95,3.19,4.1,2.71,2.51,0.92,WR,WHC-08-701
1617,37.4038,-118.656,72.14,3.22,4.24,2.1,1.93,0.65,WR,WHC-08-725
1618,37.4038,-118.656,72.38,2.95,4.18,2.52,2.19,0.72,WR,WHC-08-728
1619,37.3793,-118.677,74.93,3.32,4.19,1.44,1.5,0.42,WR,PCR-08-703
1621,37.3793,-118.677,74.51,3.18,4.84,1.1,1.44,0.36,WR,PCR-08-705
1622,37.3793,-118.677,76.23,3.38,4.7,1.02,1.22,0.22,WR,PCR-08-706
1620,37.9496,-119.275,72.03,1.18,3.85,3.09,2.26,0.92,WR,SDL-09-763
1628,37.9496,-119.275,74.59,0.08,3.94,2.37,1.99,0.78,WR,SDL-08-740
1629,37.9496,-119.275,72.33,0.33,3.41,2.24,2.35,1.08,WR,SDL-08-741
1630,37.9496,-119.275,71.49,0.51,2.22,5.28,3.25,1.12,WR,SDL-08-743
1631,37.9496,-119.275,73.71,0.06,4.51,3.5,2.06,0.65,WR,SDL-08-744
1632,37.9496,-119.275,72.48,0.19,4.4,4.26,2.01,0.67,WR,SDL-08-746
1633,37.9496,-119.275,70.97,1.59,2.12,4.33,2.84,1.22,WR,SDL-09-767
1634,37.9496,-119.275,73.11,0.54,4.26,3.8,2.16,0.6,WR,SDL-09-768
1635,37.9496,-119.275,73.96,1.01,4.21,3.11,1.73,0.61,WR,SDL-08-749
1636,37.9496,-119.275,71.66,2.22,3.55,2.43,2.52,0.89,WR,SDL-08-750
1637,37.9496,-119.275,70.71,0.95,3.32,3.83,2.55,1.12,WR,SDL-08-751
1638,37.9496,-119.275,72.16,1.46,3.44,2.35,2.47,1.01,WR,SDL-08-752
1639,37.9496,-119.275,70.65,1.51,3.6,3.47,2.47,1.01,WR,SDL-09-762
1640,37.9496,-119.275,72.75,2.19,3.73,1.83,1.8,0.6,WR,SDL-09-764
1641,37.9496,-119.275,72.5,2.55,3.81,1.85,1.75,0.52,WR,SDL-09-766
1642,37.9496,-119.275,69.68,1.95,3.58,3.13,2.08,0.72,WR,SDL-10-791
1643,37.9496,-119.275,70.14,1.72,2.62,2.31,3.14,2.01,WR,SDL-10-792
1644,37.9496,-119.275,72.1,2.86,3.57,2.04,1.72,0.5,WR,SDL-10-794
1645,37.9496,-119.275,72.48,1.74,3.45,1.17,1.89,0.81,WR,SDL-10-793
1646,37.9496,-119.275,70.84,4.15,3.29,1.6,2.11,0.68,WR,SDL-10-800
1647,37.9496,-119.275,70.23,1.85,3.43,3.08,2.18,0.8,WR,SDL-10-801
1623,38.0299,-119.225,73.78,3.37,4.39,1.64,1.73,0.49,WR,MNO-08-742
1624,38.0299,-119.225,71.87,3.56,4.17,1.88,1.67,0.41,WR,MNO-10-802
1625,38.0299,-119.225,71.57,3.6,4.27,1.76,1.83,0.42,WR,MNO-10-803
1626,37.9966,-119.288,63.97,3.14,5.21,2.61,4.75,1.5,WR,OLK-08-736
1627,37.9966,-119.288,70.67,3.06,3.34,2.18,2.56,1.39,WR,OLK-08-739
28,16.2119,145.634,62.21,3.91,1.64,4.99,8.83,1.94,GL,DEMO-ANATAHAN/11A
29,16.2119,145.634,61.91,4.03,1.71,5.38,8.19,1.92,GL,DEMO-ANATAHAN/11B
30,16.2119,145.634,60.31,4.08,1.41,5.69,,2.09,WR,DEMO-ANATAHAN/11B
31,16.2119,145.634,62.17,3.92,1.59,5.17,8.67,1.97,GL,DEMO-ANATAHAN/11CD
32,16.2119,145.634,60.7,4.12,1.44,5.72,,2.14,WR,DEMO-ANATAHAN/11E
4011,16.2119,145.634,60.02,3.91,1.31,5.78,,2.12,WR,DEMO-ANATAHAN/11A
4012,16.2119,145.634,60.65,4.11,1.41,5.69,,2.09,WR,DEMO-ANATAHAN/11CD
4013,16.2119,145.634,61.67,4.01,1.52,5.29,8.8,2.07,GL,DEMO-ANATAHAN/11E
4014,16.2119,145.634,61.78,3.95,1.64,5.23,8.41,1.86,GL,DEMO-ANATAHAN/12T
4015,16.2119,145.634,60.77,4.18,1.45,5.74,,2.14,WR,DEMO-ANATAHAN/12T
61,48.2,100.0,,,,,,,WR,IONMONG-TAR-MHP-79/2
62,48.2,100.0,45.29,0.31,0.01,3.24,,38.26,WR,IONMONG-TAR-4500-26
63,48.2,100.0,45.37,0.33,0.01,3.22,,38.02,WR,IONMONG-TAR-4500-8
64,48.2,100.0,44.12,0.06,0.02,0.73,,45.4,WR,IONMONG-TAR-4594-4
65,48.2,100.0,45.14,0.3,0.01,3.24,,38.2,WR,IONMONG-TAR-4594-6
66,48.2,100.0,45.06,0.27,0.01,2.94,,38.7,WR,IONMONG-TAR-79-1
67,48.2,100.0,45.46,0.31,0.03,3.17,,37.66,WR,IONMONG-TAR-79-2
68,48.2,100.0,44.64,0.17,0.01,2.02,,41.58,WR,IONMONG-TAR-79-4
69,48.2,100.0,42.8,0.06,0.04,0.49,,45.88,WR,IONMONG-TAR-8530-18
70,48.2,100.0,43.35,0.11,0.02,1.13,,43.57,WR,IONMONG-TAR-8530-24
71,48.2,100.0,44.12,0.15,0.02,2.44,,42.29,WR,IONMONG-TAR-8531-42
72,48.2,100.0,44.24,0.21,,2.48,,41.11,WR,IONMONG-TAR-MOG-3
73,48.2,100.0,45.4,0.38,0.01,4.1,,37.17,WR,IONMONG-TAR-Mo-101
74,48.2,100.0,45.15,0.16,0.02,2.37,,41.42,WR,IONMONG-TAR-Mo-102
75,48.2,100.0,44.48,0.08,0.02,1.79,,42.44,WR,IONMONG-TAR-Mo-103
76,48.2,100.0,45.11,0.2,0.02,2.23,,40.95,WR,IONMONG-TAR-Mo-104
77,48.2,100.0,44.76,0.08,0.07,0.64,,44.51,WR,IONMONG-TAR-Mo-88
78,48.2,100.0,43.89,0.13,0.05,1.2,,43.9,WR,IONMONG-TAR-Mo-89
79,48.2,100.0,44.56,0.27,0.01,2.35,,41.46,WR,IONMONG-TAR-Mo-91
80,48.2,100.0,43.96,0.29,0.02,2.13,,42.39,WR,IONMONG-TAR-Mo-96
2067,48.2,100.0,45.2,0.32,0.08,3.8,,37.0,WR,IONMONG-TAR-4230-16
2068,48.2,100.0,45.09,0.27,0.01,3.17,,38.64,WR,IONMONG-TAR-4500-21
2069,48.2,100.0,44.84,0.22,0.01,2.65,,40.71,WR,IONMONG-TAR-4500-33
2070,48.2,100.0,45.42,0.36,0.0,3.82,,36.86,WR,IONMONG-TAR-53389
2071,48.2,100.0,44.6,0.2,,2.28,,41.6,WR,IONMONG-TAR-79-3
2219,48.2,100.0,43.8,5.91,4.85,6.54,7.35,4.4,WR,LESMONG-TAR-HB
2220,48.2,100.0,44.3,0.32,0.03,2.9,7.71,39.39,WR,LESMONG-TAR-XP
4039,48.2,100.0,45.5,0.29,0.01,3.12,,38.08,WR,IONMONG-TAR-MHP-1
4040,48.2,100.0,,,,,,,WR,IONMONG-TAR-MO-101
4041,48.2,100.0,44.98,0.24,,2.87,,40.21,WR,IONMONG-TAR-MOG-4
4042,48.2,100.0,45.62,0.32,0.01,3.4,,36.96,WR,IONMONG-TAR-MOG-5
4043,48.2,100.0,46.6,0.43,0.01,4.17,,35.41,WR,IONMONG-TAR-Mo-105
4044,48.2,100.0,44.63,0.14,0.02,1.76,,42.83,WR,IONMONG-TAR-Mo-90
4045,48.2,100.0,44.45,0.15,0.04,1.65,,43.42,WR,IONMONG-TAR-Mo-92
4046,48.2,100.0,43.97,0.18,0.07,1.67,,43.36,WR,IONMONG-TAR-Mo-93
4047,48.2,100.0,43.39,0.02,0.01,0.76,,45.62,WR,IONMONG-TAR-Mo-94
4048,48.2,100.0,43.83,0.1,0.02,1.38,,44.41,WR,IONMONG-TAR-Mo-95
4049,48.2,100.0,44.96,0.27,0.01,3.13,,38.5,WR,IONMONG-TAR-Mo-99-7
4050,48.2,100.0,,,,4.0,,38.1,WR,IONMONG-TAR-Mo-Z-1
81,19.4587,-155.957,51.95,2.24,0.36,10.19,,7.6,WR,JS20014-011
82,19.4192,-155.986,48.8,1.17,0.27,8.46,,15.24,WR,JS20013-001
83,19.419,-155.987,51.62,2.32,0.38,10.71,,6.56,WR,JS20013-004B
2075,19.419,-155.987,51.45,2.25,0.38,10.69,,6.58,WR,JS20013-004A
84,19.4183,-155.988,51.51,2.26,0.38,10.66,,6.55,WR,JS20013-005B
2076,19.4183,-155.988,51.71,2.42,0.38,10.76,,6.6,WR,JS20013-005A
85,19.4233,-155.995,51.61,2.35,0.38,10.73,,6.57,WR,JS20013-008
86,19.4305,-155.984,48.32,3.2,0.63,9.77,,5.4,WR,JS20013-010
2079,19.4305,-155.984,51.49,2.19,0.33,10.54,,7.43,WR,JS20013-009
87,19.4333,-155.972,51.16,2.23,0.33,10.53,,7.34,WR,JS20013-013
88,19.4333,-155.972,51.33,2.09,0.33,10.52,,7.32,WR,JS20013-014
